what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333936486002
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333936489032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333936501480
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333936505494
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333936510327
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333936512529
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333936514019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333936522623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333936539139
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333936539909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333936540918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333936548470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333936556918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333936558058
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1333936558105
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333936561368
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1333936561439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333936590681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333939176733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333939180007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333941896245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333941908810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333942498628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333942509390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333944094440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333944260197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333945023602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333945029533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333945034009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333945040417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333957183765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333957186552
error,log,,,"class org.eclipse.php.internal.debug.core.xdebug.dbgp.session.DBGpSession : Unexpected null from readResponse waiting for Init",1333991508815
error,log,,,"class org.eclipse.php.internal.debug.core.xdebug.communication.XDebugCommunicationDaemon : Unexpected Exception: Listener thread still listening\njava.lang.NegativeArraySizeException\n\tat org.eclipse.php.internal.debug.core.xdebug.dbgp.session.DBGpSession.readResponse(DBGpSession.java:539)\n\tat org.eclipse.php.internal.debug.core.xdebug.dbgp.session.DBGpSession.<init>(DBGpSession.java:88)\n\tat org.eclipse.php.internal.debug.core.xdebug.communication.XDebugCommunicationDaemon.startConnectionThread(XDebugCommunicationDaemon.java:149)\n\tat org.eclipse.php.internal.debug.core.daemon.AbstractDebuggerCommunicationDaemon$ReceiverThread.run(AbstractDebuggerCommunicationDaemon.java:215)\n\tat java.lang.Thread.run(Thread.java:680)\n",1333991508828
error,log,,,"class org.eclipse.php.internal.debug.core.xdebug.communication.XDebugCommunicationDaemon : Unexpected Exception: Listener thread still listening\njava.lang.NegativeArraySizeException\n\tat org.eclipse.php.internal.debug.core.xdebug.dbgp.session.DBGpSession.readResponse(DBGpSession.java:539)\n\tat org.eclipse.php.internal.debug.core.xdebug.dbgp.session.DBGpSession.<init>(DBGpSession.java:88)\n\tat org.eclipse.php.internal.debug.core.xdebug.communication.XDebugCommunicationDaemon.startConnectionThread(XDebugCommunicationDaemon.java:149)\n\tat org.eclipse.php.internal.debug.core.daemon.AbstractDebuggerCommunicationDaemon$ReceiverThread.run(AbstractDebuggerCommunicationDaemon.java:215)\n\tat java.lang.Thread.run(Thread.java:680)\n",1333991550676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333994462056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333994475483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333994922736
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333994931557
