CONTROL,256,16,2.0,0.5,true,1475.0
CONTROL,768,16,2.0,0.5,true,2561.0
CONTROL,768,16,2.0,0.5,true,2107.0
CONTROL,512,16,2.0,0.5,true,1675.0
CONTROL,512,16,2.0,0.5,true,1303.0
CONTROL,256,16,2.0,0.5,true,1652.0
CONTROL,512,16,2.0,0.5,false,1654.0
CONTROL,512,16,2.0,0.5,true,2356.0
CONTROL,256,16,2.0,0.5,true,1150.0
CONTROL,768,16,2.0,0.5,true,1214.0
CONTROL,768,8,2.0,0.0,true,3034.0
CONTROL,768,8,2.0,0.0,true,1636.0
CONTROL,256,8,2.0,0.0,true,1750.0
CONTROL,256,8,2.0,0.0,true,1518.0
CONTROL,512,8,2.0,0.0,true,1532.0
CONTROL,768,8,2.0,0.0,false,1726.0
CONTROL,768,8,2.0,0.0,true,3505.0
CONTROL,512,8,2.0,0.0,true,3090.0
CONTROL,512,8,2.0,0.0,true,2315.0
CONTROL,256,8,2.0,0.0,true,1596.0
CONTROL,256,8,2.0,0.5,true,3656.0
CONTROL,256,8,2.0,0.5,true,3527.0
CONTROL,768,8,2.0,0.5,true,2958.0
CONTROL,256,8,2.0,0.5,true,2030.0
CONTROL,512,8,2.0,0.5,true,3072.0
CONTROL,512,8,2.0,0.5,true,2699.0
CONTROL,768,8,2.0,0.5,true,1664.0
CONTROL,512,8,2.0,0.5,true,1716.0
CONTROL,768,8,2.0,0.5,true,2512.0
CONTROL,512,8,2.0,1.0,true,2900.0
CONTROL,512,8,2.0,1.0,true,1880.0
CONTROL,768,8,2.0,1.0,true,2415.0
CONTROL,512,8,2.0,1.0,true,2151.0
CONTROL,768,8,2.0,1.0,true,3025.0
CONTROL,256,8,2.0,1.0,true,3001.0
CONTROL,256,8,2.0,1.0,true,5408.0
CONTROL,768,8,2.0,1.0,true,3964.0
CONTROL,256,8,2.0,1.0,true,1516.0
CONTROL,512,16,1.33,0.0,true,1799.0
CONTROL,256,16,1.33,0.0,true,1149.0
CONTROL,512,16,1.33,0.0,true,1338.0
CONTROL,256,16,1.33,0.0,true,1200.0
CONTROL,256,16,1.33,0.0,true,1269.0
CONTROL,768,16,1.33,0.0,true,1605.0
CONTROL,768,16,1.33,0.0,true,1768.0
CONTROL,768,16,1.33,0.0,true,1384.0
CONTROL,512,16,1.33,0.0,true,1222.0
CONTROL,768,8,1.33,0.0,true,1800.0
CONTROL,256,8,1.33,0.0,true,1616.0
CONTROL,512,8,1.33,0.0,true,1592.0
CONTROL,768,8,1.33,0.0,true,1696.0
CONTROL,512,8,1.33,0.0,true,1498.0
CONTROL,768,8,1.33,0.0,true,1832.0
CONTROL,512,8,1.33,0.0,true,2682.0
CONTROL,256,8,1.33,0.0,true,1681.0
CONTROL,256,8,1.33,0.0,true,1704.0
CONTROL,256,16,2.0,0.0,true,2239.0
CONTROL,768,16,2.0,0.0,true,2160.0
CONTROL,512,16,2.0,0.0,true,1456.0
CONTROL,768,16,2.0,0.0,true,1247.0
CONTROL,256,16,2.0,0.0,false,1453.0
CONTROL,256,16,2.0,0.0,true,2261.0
CONTROL,512,16,2.0,0.0,true,1655.0
CONTROL,768,16,2.0,0.0,true,1472.0
CONTROL,512,16,2.0,0.0,true,1336.0
CONTROL,256,16,2.0,0.0,true,1070.0
CONTROL,512,8,3.0,0.0,true,1625.0
CONTROL,256,8,3.0,0.0,true,1582.0
CONTROL,256,8,3.0,0.0,true,1842.0
CONTROL,512,8,3.0,0.0,true,1954.0
CONTROL,512,8,3.0,0.0,true,1597.0
CONTROL,768,8,3.0,0.0,true,1696.0
CONTROL,768,8,3.0,0.0,true,1910.0
CONTROL,768,8,3.0,0.0,true,1702.0
CONTROL,256,8,3.0,0.0,true,1565.0
CONTROL,256,8,1.33,0.5,true,1647.0
CONTROL,256,8,1.33,0.5,true,2075.0
CONTROL,768,8,1.33,0.5,true,1632.0
CONTROL,768,8,1.33,0.5,true,1856.0
CONTROL,256,8,1.33,0.5,true,2206.0
CONTROL,768,8,1.33,0.5,true,2055.0
CONTROL,512,8,1.33,0.5,true,2695.0
CONTROL,512,8,1.33,0.5,true,1616.0
CONTROL,512,8,1.33,0.5,true,1892.0
CONTROL,512,16,1.33,1.0,true,1406.0
CONTROL,256,16,1.33,1.0,true,1258.0
CONTROL,768,16,1.33,1.0,true,1256.0
CONTROL,768,16,1.33,1.0,true,1597.0
CONTROL,512,16,1.33,1.0,true,1576.0
CONTROL,256,16,1.33,1.0,true,1616.0
CONTROL,256,16,1.33,1.0,false,1286.0
CONTROL,256,16,1.33,1.0,true,1982.0
CONTROL,768,16,1.33,1.0,true,1558.0
CONTROL,512,16,1.33,1.0,true,1472.0
CONTROL,512,16,3.0,0.5,true,1116.0
CONTROL,768,16,3.0,0.5,true,1608.0
CONTROL,256,16,3.0,0.5,true,1064.0
CONTROL,768,16,3.0,0.5,true,1026.0
CONTROL,256,16,3.0,0.5,true,1306.0
CONTROL,768,16,3.0,0.5,true,1640.0
CONTROL,512,16,3.0,0.5,true,1390.0
CONTROL,512,16,3.0,0.5,true,1836.0
CONTROL,256,16,3.0,0.5,true,1278.0
CONTROL,768,32,2.0,0.0,true,2153.0
CONTROL,512,32,2.0,0.0,true,1047.0
CONTROL,768,32,2.0,0.0,true,920.0
CONTROL,256,32,2.0,0.0,true,857.0
CONTROL,768,32,2.0,0.0,true,3453.0
CONTROL,512,32,2.0,0.0,true,1200.0
CONTROL,256,32,2.0,0.0,true,1082.0
CONTROL,512,32,2.0,0.0,true,906.0
CONTROL,256,32,2.0,0.0,true,2306.0
CONTROL,768,32,3.0,0.5,true,1300.0
CONTROL,256,32,3.0,0.5,true,1296.0
CONTROL,256,32,3.0,0.5,true,2440.0
CONTROL,512,32,3.0,0.5,true,1074.0
CONTROL,256,32,3.0,0.5,true,1144.0
CONTROL,768,32,3.0,0.5,true,1514.0
CONTROL,512,32,3.0,0.5,true,4022.0
CONTROL,768,32,3.0,0.5,true,1186.0
CONTROL,512,32,3.0,0.5,true,1064.0
CONTROL,256,8,3.0,0.5,true,6167.0
CONTROL,256,8,3.0,0.5,true,2221.0
CONTROL,512,8,3.0,0.5,true,2249.0
CONTROL,768,8,3.0,0.5,true,2512.0
CONTROL,512,8,3.0,0.5,true,2224.0
CONTROL,768,8,3.0,0.5,true,2056.0
CONTROL,512,8,3.0,0.5,true,2184.0
CONTROL,256,8,3.0,0.5,false,1398.0
CONTROL,256,8,3.0,0.5,true,1910.0
CONTROL,768,8,3.0,0.5,true,2144.0
CONTROL,512,32,3.0,0.0,true,1464.0
CONTROL,512,32,3.0,0.0,true,1896.0
CONTROL,256,32,3.0,0.0,true,1000.0
CONTROL,768,32,3.0,0.0,true,1280.0
CONTROL,512,32,3.0,0.0,true,986.0
CONTROL,768,32,3.0,0.0,true,1144.0
CONTROL,768,32,3.0,0.0,true,1202.0
CONTROL,256,32,3.0,0.0,true,2008.0
